review_content,sentiment
cover is perfect size wise and it's exactly same as shown in picture.u can go for it.,positive
cover could be fit better,positive
could've been better in ergonomics cos after a while,positive
couldnt have been fixed properly,positive
could use help of your local shops. decent product,positive
could have been more sturdy and the fittings attached to the table top are easily felt which feels cheap. pro's are: good for wfh and if you have budget constraint. angles and height adjustment is best. you can easily adjust the height to any chair you are using.,positive
could have been better. we can call directly using the watch,positive
could have been better. we can call directly using the watch,positive
could be months) they will start to pill. pilling is those small round blobs on the cloth: make the item look old and haggard,positive
could be little cheaper. spen works after applying.,positive
cotton sarees,positive
cotton pants.,positive
costly but good product,positive
costly but good product,positive
costly but good product,positive
costly but good product,positive
cost wise ok,positive
cost is little more compared to it's competitors.,positive
cost effective. this is good for heating your personal self and you will need to sit next to it. over 1-2 hours,positive
correct delivery,positive
correct delivery,positive
corners should be stitched,positive
cord should been long,neutral
cord length very smallplease add longer cord,neutral
cord length shoul may be longer,neutral
cord length short,neutral
cord length is very short. can plug near to switch only. easy to clean. overall nice product.,neutral
cord length is too short.,neutral
cord length is shortenergy efficiency good &temperature control too good,positive
cord length is good,positive
